// Déplacements de l'unité terrestre 1 sur un horizon temporel (x_1^t, y_1^t) 
(150.0,700.0), (200.0,650.0), (150.0,600.0), (100.0,550.0), (150.0,500.0), (100.0,500.0), (100.0,550.0), (100.0,600.0), (150.0,550.0), (200.0,600.0), (250.0,600.0), (200.0,550.0), (200.0,500.0), (250.0,550.0), (200.0,500.0), (250.0,550.0), (250.0,500.0), (300.0,450.0), (250.0,450.0), (200.0,500.0), (150.0,450.0), (150.0,400.0), (200.0,350.0), (200.0,300.0), (200.0,250.0), (250.0,250.0), (250.0,200.0), (200.0,200.0), (150.0,250.0), (100.0,300.0), (150.0,300.0), (150.0,250.0), (100.0,200.0), (100.0,150.0), (100.0,200.0), (150.0,200.0), (150.0,250.0), (200.0,300.0), (150.0,300.0), (100.0,300.0), (50.0,250.0), (100.0,300.0), (50.0,300.0), (100.0,300.0), (150.0,250.0), (200.0,200.0), (250.0,200.0), (300.0,200.0), (300.0,250.0), (350.0,250.0)

// Déplacements de l'unité terrestre 6 sur un horizon temporel (x_6^t, y_6^t) 
(750.0,600.0), (700.0,650.0), (700.0,700.0), (650.0,750.0), (700.0,800.0), (750.0,850.0), (750.0,800.0), (750.0,850.0), (750.0,900.0), (800.0,900.0), (800.0,850.0), (750.0,900.0), (800.0,900.0), (800.0,850.0), (850.0,850.0), (800.0,900.0), (750.0,900.0), (700.0,950.0), (650.0,900.0), (600.0,950.0), (600.0,900.0), (550.0,950.0), (500.0,950.0), (450.0,900.0), (400.0,900.0), (400.0,950.0), (350.0,950.0), (300.0,950.0), (350.0,900.0), (350.0,850.0), (300.0,850.0), (250.0,900.0), (300.0,850.0), (250.0,900.0), (300.0,850.0), (250.0,800.0), (300.0,800.0), (300.0,750.0), (250.0,800.0), (250.0,850.0), (250.0,900.0), (200.0,850.0), (250.0,850.0), (200.0,850.0), (250.0,800.0), (250.0,850.0), (250.0,900.0), (300.0,850.0), (350.0,850.0), (300.0,800.0)

// Déplacements de l'unité terrestre 7 sur un horizon temporel (x_7^t, y_7^t) 
(900.0,900.0), (950.0,900.0), (900.0,950.0), (850.0,900.0), (850.0,950.0), (800.0,900.0), (750.0,950.0), (800.0,950.0), (750.0,950.0), (800.0,950.0), (850.0,950.0), (850.0,900.0), (850.0,850.0), (900.0,900.0), (950.0,900.0), (900.0,900.0), (950.0,900.0), (900.0,900.0), (950.0,900.0), (900.0,950.0), (950.0,900.0), (900.0,850.0), (850.0,900.0), (900.0,950.0), (850.0,950.0), (850.0,900.0), (900.0,950.0), (850.0,900.0), (900.0,950.0), (900.0,900.0), (850.0,850.0), (900.0,850.0), (850.0,850.0), (900.0,850.0), (900.0,900.0), (850.0,900.0), (900.0,950.0), (950.0,950.0), (900.0,900.0), (850.0,850.0), (800.0,800.0), (850.0,750.0), (850.0,700.0), (900.0,700.0), (850.0,650.0), (900.0,600.0), (900.0,650.0), (900.0,700.0), (850.0,650.0), (800.0,600.0)

// Déplacements de l'unité terrestre 8 sur un horizon temporel (x_8^t, y_8^t) 
(450.0,350.0), (400.0,350.0), (450.0,300.0), (400.0,250.0), (450.0,300.0), (500.0,250.0), (550.0,300.0), (550.0,350.0), (600.0,300.0), (550.0,350.0), (500.0,400.0), (500.0,450.0), (500.0,500.0), (500.0,550.0), (450.0,500.0), (400.0,500.0), (450.0,500.0), (450.0,450.0), (500.0,500.0), (450.0,450.0), (400.0,400.0), (450.0,400.0), (400.0,450.0), (400.0,400.0), (450.0,400.0), (450.0,450.0), (450.0,400.0), (500.0,450.0), (550.0,500.0), (500.0,550.0), (450.0,550.0), (500.0,500.0), (550.0,550.0), (550.0,500.0), (500.0,450.0), (550.0,400.0), (600.0,400.0), (650.0,450.0), (650.0,400.0), (650.0,350.0), (700.0,400.0), (650.0,450.0), (700.0,400.0), (650.0,350.0), (700.0,350.0), (750.0,350.0), (700.0,400.0), (650.0,450.0), (650.0,400.0), (600.0,350.0)

// Déplacements de l'unité terrestre 9 sur un horizon temporel (x_9^t, y_9^t) 
(250.0,600.0), (300.0,650.0), (250.0,650.0), (200.0,650.0), (200.0,600.0), (250.0,600.0), (300.0,600.0), (300.0,550.0), (350.0,550.0), (400.0,600.0), (350.0,650.0), (300.0,650.0), (350.0,650.0), (350.0,600.0), (300.0,550.0), (350.0,600.0), (300.0,600.0), (300.0,650.0), (300.0,600.0), (250.0,600.0), (200.0,600.0), (150.0,550.0), (200.0,600.0), (150.0,650.0), (100.0,650.0), (100.0,700.0), (150.0,750.0), (100.0,800.0), (50.0,750.0), (100.0,800.0), (50.0,750.0), (100.0,750.0), (150.0,750.0), (200.0,700.0), (200.0,650.0), (150.0,650.0), (100.0,650.0), (50.0,650.0), (50.0,600.0), (50.0,550.0), (50.0,600.0), (100.0,600.0), (150.0,600.0), (200.0,600.0), (250.0,600.0), (200.0,650.0), (250.0,600.0), (200.0,650.0), (150.0,700.0), (200.0,700.0)

// Déplacements de l'unité terrestre 10 sur un horizon temporel (x_10^t, y_10^t) 
(500.0,800.0), (550.0,800.0), (600.0,800.0), (550.0,800.0), (500.0,850.0), (450.0,850.0), (450.0,800.0), (500.0,850.0), (450.0,800.0), (450.0,750.0), (500.0,750.0), (550.0,800.0), (500.0,750.0), (450.0,700.0), (400.0,650.0), (350.0,600.0), (400.0,600.0), (350.0,600.0), (300.0,600.0), (350.0,650.0), (400.0,600.0), (350.0,650.0), (300.0,600.0), (350.0,650.0), (400.0,700.0), (350.0,650.0), (400.0,700.0), (400.0,650.0), (400.0,700.0), (350.0,650.0), (400.0,700.0), (450.0,650.0), (500.0,700.0), (550.0,700.0), (550.0,750.0), (550.0,800.0), (500.0,800.0), (550.0,850.0), (600.0,850.0), (550.0,800.0), (500.0,800.0), (500.0,850.0), (500.0,900.0), (500.0,950.0), (450.0,900.0), (500.0,900.0), (500.0,950.0), (550.0,900.0), (500.0,900.0), (500.0,950.0)

// Déplacements de l'unité terrestre 11 sur un horizon temporel (x_11^t, y_11^t) 
(500.0,600.0), (550.0,600.0), (600.0,550.0), (550.0,500.0), (600.0,450.0), (650.0,450.0), (600.0,500.0), (550.0,500.0), (550.0,450.0), (500.0,500.0), (450.0,500.0), (450.0,450.0), (500.0,400.0), (450.0,350.0), (500.0,350.0), (550.0,300.0), (500.0,250.0), (450.0,300.0), (400.0,250.0), (450.0,200.0), (500.0,150.0), (550.0,150.0), (600.0,200.0), (600.0,250.0), (650.0,250.0), (600.0,250.0), (650.0,200.0), (600.0,200.0), (650.0,250.0), (700.0,200.0), (650.0,250.0), (700.0,200.0), (650.0,200.0), (700.0,250.0), (650.0,250.0), (600.0,250.0), (600.0,200.0), (550.0,200.0), (600.0,150.0), (600.0,200.0), (650.0,150.0), (600.0,200.0), (650.0,150.0), (650.0,100.0), (700.0,100.0), (700.0,150.0), (700.0,100.0), (750.0,100.0), (750.0,150.0), (700.0,200.0)

// Déplacements de l'unité terrestre 12 sur un horizon temporel (x_12^t, y_12^t) 
(300.0,750.0), (350.0,800.0), (350.0,750.0), (300.0,800.0), (350.0,850.0), (350.0,800.0), (300.0,800.0), (300.0,750.0), (350.0,750.0), (350.0,700.0), (350.0,650.0), (400.0,700.0), (350.0,650.0), (400.0,700.0), (350.0,700.0), (350.0,750.0), (300.0,700.0), (300.0,650.0), (350.0,600.0), (300.0,550.0), (250.0,500.0), (200.0,450.0), (150.0,400.0), (150.0,350.0), (150.0,300.0), (200.0,250.0), (150.0,250.0), (200.0,250.0), (150.0,250.0), (200.0,300.0), (150.0,350.0), (200.0,400.0), (150.0,400.0), (100.0,350.0), (150.0,400.0), (150.0,450.0), (150.0,400.0), (100.0,350.0), (100.0,400.0), (100.0,350.0), (150.0,300.0), (100.0,300.0), (150.0,350.0), (150.0,300.0), (100.0,250.0), (150.0,250.0), (150.0,300.0), (100.0,250.0), (150.0,250.0), (200.0,250.0)

// Déplacements de l'unité terrestre 13 sur un horizon temporel (x_13^t, y_13^t) 
(450.0,650.0), (400.0,650.0), (350.0,600.0), (400.0,600.0), (350.0,600.0), (400.0,650.0), (350.0,600.0), (400.0,650.0), (350.0,600.0), (400.0,600.0), (400.0,650.0), (400.0,700.0), (450.0,650.0), (400.0,600.0), (450.0,550.0), (500.0,500.0), (450.0,450.0), (450.0,400.0), (450.0,350.0), (500.0,350.0), (500.0,300.0), (550.0,300.0), (500.0,250.0), (550.0,250.0), (500.0,200.0), (450.0,250.0), (500.0,250.0), (500.0,300.0), (500.0,350.0), (450.0,400.0), (450.0,450.0), (500.0,400.0), (500.0,450.0), (550.0,450.0), (500.0,450.0), (550.0,400.0), (600.0,450.0), (650.0,450.0), (700.0,450.0), (650.0,400.0), (600.0,350.0), (650.0,300.0), (600.0,250.0), (650.0,300.0), (700.0,300.0), (700.0,250.0), (650.0,200.0), (600.0,150.0), (550.0,150.0), (550.0,200.0)

// Déplacements de l'unité terrestre 14 sur un horizon temporel (x_14^t, y_14^t) 
(350.0,150.0), (350.0,200.0), (300.0,150.0), (350.0,150.0), (350.0,100.0), (400.0,150.0), (450.0,200.0), (450.0,150.0), (500.0,150.0), (500.0,200.0), (500.0,250.0), (500.0,300.0), (550.0,250.0), (600.0,300.0), (550.0,300.0), (550.0,350.0), (600.0,350.0), (650.0,300.0), (650.0,350.0), (600.0,300.0), (600.0,250.0), (650.0,300.0), (650.0,350.0), (650.0,400.0), (700.0,350.0), (750.0,350.0), (750.0,400.0), (700.0,450.0), (650.0,500.0), (600.0,500.0), (550.0,500.0), (550.0,450.0), (600.0,450.0), (650.0,400.0), (600.0,450.0), (550.0,500.0), (550.0,450.0), (600.0,450.0), (550.0,400.0), (550.0,350.0), (500.0,400.0), (550.0,450.0), (600.0,400.0), (550.0,450.0), (500.0,450.0), (500.0,400.0), (500.0,350.0), (500.0,400.0), (550.0,400.0), (500.0,350.0)

// Déplacements de l'unité terrestre 15 sur un horizon temporel (x_15^t, y_15^t) 
(500.0,200.0), (500.0,250.0), (500.0,300.0), (450.0,300.0), (500.0,350.0), (550.0,350.0), (500.0,400.0), (450.0,450.0), (500.0,400.0), (450.0,400.0), (500.0,450.0), (450.0,450.0), (500.0,400.0), (450.0,450.0), (500.0,500.0), (500.0,450.0), (450.0,400.0), (400.0,350.0), (350.0,400.0), (300.0,450.0), (250.0,400.0), (200.0,450.0), (200.0,500.0), (250.0,500.0), (300.0,550.0), (300.0,500.0), (300.0,550.0), (250.0,500.0), (300.0,500.0), (300.0,450.0), (250.0,450.0), (200.0,400.0), (200.0,450.0), (200.0,500.0), (250.0,500.0), (200.0,500.0), (150.0,450.0), (150.0,400.0), (100.0,350.0), (150.0,300.0), (200.0,250.0), (200.0,200.0), (150.0,150.0), (150.0,100.0), (100.0,50.0), (150.0,50.0), (100.0,50.0), (50.0,100.0), (50.0,150.0), (100.0,200.0)

